date,region,client,categorie_produit,montant_vente,quantite
2024-02-20,Marrakech,Client_0071,Alimentaire,1132.09,15
2024-04-06,Casablanca,Client_0016,Mode,367.61,9
2024-04-01,Agadir,Client_0113,Mode,154.25,13
2024-09-20,Marrakech,Client_0084,Maison,1087.73,1
2024-10-17,Marrakech,Client_0056,Alimentaire,616.52,9
2024-04-05,Agadir,Client_0106,Alimentaire,1160.82,3
2024-03-28,Agadir,Client_0047,Mode,695.68,9
2024-03-18,Rabat,Client_0171,Alimentaire,551.7,15
2024-10-14,Agadir,Client_0172,Alimentaire,704.25,7
2024-04-29,Tanger,Client_0116,Alimentaire,1135.41,4
2024-10-28,Agadir,Client_0160,Alimentaire,1358.22,17
2024-06-13,Tanger,Client_0030,Mode,122.16,4
2024-06-30,Agadir,Client_0111,Électronique,809.96,19
2024-08-10,Rabat,Client_0046,Mode,97.61,5
2024-11-06,Tanger,Client_0133,Maison,729.19,16
2024-01-07,Casablanca,Client_0107,Électronique,1333.66,3
2024-11-25,Tanger,Client_0071,Électronique,574.31,11
2024-09-19,Rabat,Client_0070,Électronique,1402.05,15
2024-06-09,Tanger,Client_0161,Mode,964.38,19
2024-05-30,Agadir,Client_0107,Maison,1404.53,14
2024-03-25,Agadir,Client_0052,Mode,1147.89,16
2024-05-26,Rabat,Client_0141,Maison,199.98,6
2024-04-21,Marrakech,Client_0015,Mode,385.17,5
2024-02-05,Agadir,Client_0170,Mode,621.55,17
2024-10-11,Casablanca,Client_0115,Mode,296.65,16
2024-07-06,Rabat,Client_0072,Électronique,767.62,2
2024-03-22,Tanger,Client_0073,Mode,733.48,11
2024-01-02,Tanger,Client_0080,Maison,1436.58,4
2024-10-29,Casablanca,Client_0011,Maison,678.91,6
2024-07-15,Agadir,Client_0127,Maison,1189.16,7
2024-01-11,Rabat,Client_0069,Électronique,1415.77,17
2024-08-21,Casablanca,Client_0146,Mode,1321.63,8
2024-07-13,Agadir,Client_0040,Mode,352.57,1
2024-04-28,Rabat,Client_0180,Alimentaire,769.24,15
2024-01-20,Tanger,Client_0156,Électronique,554.22,12
2024-09-17,Rabat,Client_0197,Maison,629.8,15
2024-10-19,Marrakech,Client_0058,Maison,573.17,15
2024-09-12,Rabat,Client_0088,Mode,1248.22,9
2024-08-09,Marrakech,Client_0191,Maison,705.6,16
2024-08-13,Rabat,Client_0023,Mode,809.36,2
2024-02-22,Marrakech,Client_0143,Mode,1474.55,15
2024-12-20,Tanger,Client_0179,Alimentaire,136.97,15
2024-12-07,Agadir,Client_0079,Électronique,757.54,7
2024-12-29,Marrakech,Client_0133,Mode,1172.39,13
2024-10-06,Marrakech,Client_0164,Mode,269.18,17
2024-03-21,Tanger,Client_0131,Mode,936.72,11
2024-07-20,Marrakech,Client_0091,Alimentaire,397.22,10
2024-06-06,Casablanca,Client_0165,Mode,1307.74,1
2024-04-29,Tanger,Client_0168,Électronique,524.29,14
2024-02-28,Casablanca,Client_0091,Électronique,527.14,5
2024-08-02,Tanger,Client_0080,Maison,917.38,8
2024-05-07,Marrakech,Client_0141,Électronique,316.17,1
2024-08-11,Casablanca,Client_0070,Maison,463.09,7
2024-07-27,Marrakech,Client_0178,Électronique,654.12,2
2024-04-24,Tanger,Client_0064,Maison,562.77,7
2024-07-27,Marrakech,Client_0051,Mode,811.07,7
2024-01-14,Casablanca,Client_0029,Alimentaire,919.48,9
2024-01-09,Casablanca,Client_0184,Alimentaire,871.67,4
2024-02-09,Marrakech,Client_0098,Alimentaire,998.54,7
2024-08-24,Rabat,Client_0157,Mode,496.24,18
2024-10-07,Tanger,Client_0097,Alimentaire,233.32,13
2024-12-24,Tanger,Client_0041,Électronique,1153.17,11
2024-07-19,Marrakech,Client_0138,Maison,1283.63,9
2024-09-02,Rabat,Client_0026,Mode,422.66,14
2024-10-04,Casablanca,Client_0151,Alimentaire,640.28,8
2024-08-22,Agadir,Client_0166,Électronique,772.93,14
2024-01-04,Agadir,Client_0071,Électronique,823.32,17
2024-06-02,Marrakech,Client_0017,Mode,1006.26,14
2024-01-29,Rabat,Client_0076,Mode,110.32,5
2024-04-18,Rabat,Client_0044,Alimentaire,1096.14,10
2024-04-07,Tanger,Client_0114,Maison,139.86,6
2024-08-02,Casablanca,Client_0086,Alimentaire,729.02,10
2024-10-19,Rabat,Client_0139,Alimentaire,1250.12,11
2024-03-15,Agadir,Client_0176,Mode,704.26,6
2024-11-21,Casablanca,Client_0158,Alimentaire,266.18,10
2024-05-25,Casablanca,Client_0091,Alimentaire,1478.3,14
2024-05-07,Marrakech,Client_0021,Maison,1339.46,3
2024-12-06,Rabat,Client_0171,Électronique,1168.4,7
2024-02-11,Marrakech,Client_0091,Électronique,646.69,2
2024-12-21,Rabat,Client_0191,Maison,316.58,7
2024-02-10,Tanger,Client_0076,Électronique,1415.05,17
2024-02-03,Marrakech,Client_0024,Alimentaire,821.91,13
2024-01-17,Marrakech,Client_0107,Maison,1285.92,9
2024-06-13,Agadir,Client_0178,Maison,546.04,13
2024-06-01,Marrakech,Client_0134,Mode,536.17,15
2024-03-16,Rabat,Client_0108,Électronique,1479.03,13
2024-03-27,Agadir,Client_0133,Mode,806.66,17
2024-04-26,Marrakech,Client_0023,Alimentaire,254.01,8
2024-12-27,Marrakech,Client_0018,Maison,368.53,9
2024-12-07,Tanger,Client_0082,Alimentaire,748.82,9
2024-01-27,Marrakech,Client_0114,Électronique,111.58,8
2024-11-08,Casablanca,Client_0008,Mode,720.67,16
2024-10-13,Agadir,Client_0111,Électronique,657.46,7
2024-05-13,Casablanca,Client_0163,Alimentaire,1180.04,17
2024-08-06,Agadir,Client_0101,Mode,564.67,7
2024-06-16,Tanger,Client_0167,Électronique,1474.7,6
2024-04-07,Marrakech,Client_0151,Alimentaire,312.12,5
2024-09-24,Marrakech,Client_0047,Électronique,906.93,17
2024-08-24,Marrakech,Client_0190,Maison,180.06,8
2024-11-04,Agadir,Client_0068,Mode,1114.1,1
2024-06-21,Marrakech,Client_0180,Mode,1492.39,16
2024-07-08,Casablanca,Client_0181,Mode,1237.75,17
2024-05-01,Marrakech,Client_0169,Maison,855.77,3
2024-02-15,Tanger,Client_0118,Mode,752.87,13
2024-03-04,Casablanca,Client_0044,Maison,1260.79,8
2024-05-09,Marrakech,Client_0124,Mode,1407.16,16
2024-11-05,Marrakech,Client_0013,Électronique,1484.35,7
2024-12-28,Rabat,Client_0156,Électronique,624.98,15
2024-07-11,Agadir,Client_0133,Électronique,1486.83,2
2024-11-02,Casablanca,Client_0134,Électronique,276.09,2
2024-06-29,Rabat,Client_0036,Maison,417.65,10
2024-10-18,Tanger,Client_0052,Alimentaire,179.07,5
2024-10-08,Agadir,Client_0017,Alimentaire,444.02,4
2024-01-29,Casablanca,Client_0037,Électronique,1163.51,15
2024-05-28,Marrakech,Client_0186,Alimentaire,1286.74,13
2024-09-23,Casablanca,Client_0128,Alimentaire,1179.39,17
2024-10-22,Marrakech,Client_0195,Mode,965.05,1
2024-01-11,Agadir,Client_0043,Maison,795.25,18
2024-06-12,Marrakech,Client_0046,Électronique,1077.62,15
2024-04-22,Tanger,Client_0034,Alimentaire,616.71,14
2024-07-05,Marrakech,Client_0059,Alimentaire,1269.9,9
2024-10-21,Tanger,Client_0089,Électronique,1031.93,12
2024-08-19,Agadir,Client_0051,Mode,1061.82,5
2024-08-14,Agadir,Client_0007,Électronique,827.11,2
2024-11-05,Casablanca,Client_0106,Mode,1333.58,7
2024-04-07,Tanger,Client_0168,Alimentaire,415.42,9
2024-02-24,Tanger,Client_0130,Maison,602.66,18
2024-04-20,Rabat,Client_0196,Mode,1177.58,4
2024-05-31,Rabat,Client_0141,Mode,764.49,2
2024-09-02,Rabat,Client_0095,Électronique,1339.36,1
2024-03-09,Marrakech,Client_0025,Alimentaire,552.28,12
2024-11-07,Rabat,Client_0110,Maison,585.53,13
2024-10-15,Tanger,Client_0197,Électronique,1338.67,14
2024-09-06,Marrakech,Client_0122,Électronique,723.34,5
2024-02-05,Agadir,Client_0185,Maison,798.38,3
2024-08-26,Casablanca,Client_0167,Alimentaire,532.51,4
2024-05-27,Rabat,Client_0050,Maison,451.17,17
2024-08-14,Agadir,Client_0122,Électronique,1001.13,19
2024-08-31,Tanger,Client_0004,Électronique,223.77,11
2024-12-02,Casablanca,Client_0076,Mode,1324.95,8
2024-12-30,Agadir,Client_0159,Maison,1179.84,12
2024-07-19,Casablanca,Client_0000,Maison,326.58,18
2024-06-02,Rabat,Client_0181,Maison,1056.33,18
2024-03-13,Tanger,Client_0010,Électronique,923.82,9
2024-07-19,Casablanca,Client_0180,Alimentaire,317.58,5
2024-10-22,Agadir,Client_0007,Électronique,446.15,17
2024-01-17,Rabat,Client_0152,Mode,643.03,13
2024-05-08,Rabat,Client_0167,Électronique,1063.9,6
2024-08-04,Agadir,Client_0031,Électronique,976.15,14
2024-03-01,Agadir,Client_0027,Électronique,821.74,15
2024-04-13,Casablanca,Client_0130,Mode,1164.2,14
2024-02-11,Marrakech,Client_0127,Maison,1149.01,4
2024-01-25,Rabat,Client_0061,Alimentaire,945.9,18
2024-02-08,Casablanca,Client_0026,Alimentaire,1191.14,1
2024-10-17,Agadir,Client_0044,Mode,534.68,12
2024-05-10,Casablanca,Client_0104,Maison,1327.81,9
2024-08-16,Agadir,Client_0091,Maison,941.62,10
2024-04-17,Tanger,Client_0024,Mode,1242.43,18
2024-06-20,Agadir,Client_0188,Électronique,842.1,17
2024-04-11,Agadir,Client_0043,Maison,366.74,19
2024-12-19,Agadir,Client_0173,Alimentaire,836.49,4
2024-01-12,Marrakech,Client_0141,Mode,588.11,16
2024-10-01,Agadir,Client_0135,Alimentaire,1061.37,7
2024-04-10,Rabat,Client_0175,Électronique,739.9,9
2024-02-13,Rabat,Client_0141,Mode,1262.36,8
2024-10-31,Casablanca,Client_0192,Alimentaire,1033.21,7
2024-01-17,Marrakech,Client_0079,Alimentaire,1042.59,10
2024-11-25,Casablanca,Client_0081,Électronique,364.88,8
2024-02-26,Rabat,Client_0134,Mode,1477.16,17
2024-11-06,Rabat,Client_0087,Maison,1270.43,12
2024-10-29,Tanger,Client_0176,Maison,1194.06,14
2024-01-12,Agadir,Client_0126,Alimentaire,528.81,12
2024-11-13,Rabat,Client_0054,Électronique,826.67,2
2024-03-20,Casablanca,Client_0140,Alimentaire,248.8,12
2024-08-03,Casablanca,Client_0183,Électronique,830.79,14
2024-12-04,Agadir,Client_0055,Maison,261.54,7
2024-09-20,Agadir,Client_0014,Alimentaire,851.9,13
2024-05-28,Tanger,Client_0184,Alimentaire,990.65,4
2024-03-21,Marrakech,Client_0057,Électronique,615.78,1
2024-08-02,Casablanca,Client_0162,Mode,772.89,17
2024-07-16,Agadir,Client_0087,Électronique,1319.7,3
2024-07-18,Casablanca,Client_0096,Mode,207.42,17
2024-01-25,Agadir,Client_0143,Maison,1198.01,8
2024-03-29,Rabat,Client_0007,Alimentaire,297.59,3
2024-09-24,Casablanca,Client_0172,Alimentaire,103.23,10
2024-05-22,Rabat,Client_0039,Électronique,319.08,2
2024-02-28,Casablanca,Client_0181,Électronique,1159.31,4
2024-12-30,Marrakech,Client_0013,Maison,637.43,14
2024-01-26,Tanger,Client_0186,Maison,1315.15,11
2024-02-16,Rabat,Client_0052,Mode,810.83,14
2024-10-14,Agadir,Client_0126,Maison,82.26,13
2024-09-22,Marrakech,Client_0154,Maison,1089.23,4
2024-01-16,Casablanca,Client_0174,Maison,209.84,2
2024-07-17,Rabat,Client_0079,Maison,1194.6,2
2024-10-08,Casablanca,Client_0114,Mode,293.75,11
2024-03-26,Casablanca,Client_0133,Maison,550.9,5
2024-09-06,Casablanca,Client_0054,Mode,1153.84,9
2024-09-26,Tanger,Client_0043,Électronique,1433.64,17
2024-11-30,Tanger,Client_0017,Alimentaire,588.58,12
2024-04-26,Agadir,Client_0015,Électronique,1252.63,18
2024-01-07,Rabat,Client_0011,Maison,326.65,3
2024-05-16,Marrakech,Client_0147,Alimentaire,1220.41,5
2024-06-24,Marrakech,Client_0044,Maison,1003.37,14
2024-11-23,Marrakech,Client_0191,Maison,329.48,16
2024-11-10,Casablanca,Client_0186,Électronique,488.63,19
2024-08-02,Tanger,Client_0092,Maison,241.07,9
2024-03-22,Rabat,Client_0021,Électronique,605.3,17
2024-08-10,Casablanca,Client_0096,Maison,345.29,7
2024-04-12,Tanger,Client_0046,Mode,983.8,10
2024-09-29,Tanger,Client_0028,Alimentaire,1492.03,4
2024-01-14,Rabat,Client_0044,Électronique,67.41,10
2024-06-07,Rabat,Client_0076,Électronique,834.33,3
2024-05-31,Rabat,Client_0008,Alimentaire,881.82,9
2024-04-17,Casablanca,Client_0023,Électronique,1375.6,13
2024-07-06,Agadir,Client_0014,Alimentaire,783.71,1
2024-10-27,Rabat,Client_0163,Mode,838.37,15
2024-04-07,Agadir,Client_0012,Maison,733.9,15
2024-05-10,Casablanca,Client_0090,Mode,439.91,11
2024-10-19,Agadir,Client_0171,Maison,131.24,10
2024-06-19,Marrakech,Client_0100,Alimentaire,642.55,7
2024-07-01,Agadir,Client_0070,Mode,126.26,1
2024-12-29,Rabat,Client_0199,Maison,848.21,7
2024-02-08,Casablanca,Client_0121,Alimentaire,495.58,5
2024-01-15,Rabat,Client_0075,Maison,823.72,16
2024-01-04,Marrakech,Client_0163,Électronique,244.73,8
2024-12-14,Rabat,Client_0115,Électronique,1402.31,2
2024-07-28,Rabat,Client_0060,Alimentaire,1347.06,8
2024-06-09,Rabat,Client_0167,Maison,325.49,14
2024-01-16,Tanger,Client_0125,Électronique,547.99,4
2024-04-17,Marrakech,Client_0154,Mode,939.56,15
2024-11-06,Rabat,Client_0000,Maison,188.75,7
2024-08-14,Rabat,Client_0161,Maison,564.12,8
2024-06-18,Rabat,Client_0067,Électronique,414.11,11
2024-02-03,Casablanca,Client_0087,Électronique,1377.5,2
2024-09-07,Tanger,Client_0020,Alimentaire,1286.14,9
2024-09-03,Casablanca,Client_0160,Maison,890.76,6
2024-09-25,Tanger,Client_0134,Mode,804.5,1
2024-05-20,Rabat,Client_0192,Électronique,1399.55,3
2024-09-30,Marrakech,Client_0002,Maison,1402.02,10
2024-04-05,Agadir,Client_0050,Électronique,1455.53,5
2024-08-14,Agadir,Client_0078,Alimentaire,231.8,12
2024-02-08,Rabat,Client_0094,Maison,282.81,1
2024-10-28,Casablanca,Client_0181,Maison,1031.27,9
2024-01-29,Marrakech,Client_0122,Alimentaire,835.08,13
2024-11-13,Tanger,Client_0186,Mode,76.78,19
2024-09-01,Rabat,Client_0005,Électronique,139.86,7
2024-08-23,Marrakech,Client_0156,Alimentaire,1337.72,16
2024-07-03,Marrakech,Client_0016,Maison,1309.86,8
2024-09-28,Tanger,Client_0116,Alimentaire,568.04,19
2024-08-23,Marrakech,Client_0059,Maison,1342.02,7
2024-08-26,Casablanca,Client_0149,Alimentaire,910.83,4
2024-09-22,Casablanca,Client_0151,Mode,1218.56,10
2024-12-24,Casablanca,Client_0124,Maison,669.78,1
2024-12-05,Marrakech,Client_0080,Alimentaire,214.43,17
2024-03-05,Casablanca,Client_0084,Mode,678.9,13
2024-06-25,Tanger,Client_0050,Mode,713.08,19
2024-01-03,Marrakech,Client_0177,Électronique,848.87,13
2024-05-21,Agadir,Client_0138,Maison,203.09,9
2024-06-06,Marrakech,Client_0183,Électronique,1487.53,5
2024-11-19,Tanger,Client_0070,Mode,404.0,1
2024-05-25,Agadir,Client_0169,Électronique,337.9,2
2024-10-19,Marrakech,Client_0038,Électronique,813.86,11
2024-06-01,Casablanca,Client_0068,Alimentaire,828.95,4
2024-07-11,Rabat,Client_0047,Électronique,687.74,9
2024-03-13,Rabat,Client_0124,Mode,1169.24,5
2024-10-31,Casablanca,Client_0056,Électronique,799.15,5
2024-12-09,Rabat,Client_0020,Maison,934.06,8
2024-05-19,Rabat,Client_0081,Alimentaire,1099.43,2
2024-07-05,Casablanca,Client_0098,Mode,86.29,7
2024-10-19,Casablanca,Client_0147,Électronique,877.43,17
2024-03-01,Marrakech,Client_0014,Maison,1332.08,11
2024-07-16,Marrakech,Client_0068,Mode,75.21,15
2024-10-21,Casablanca,Client_0178,Électronique,637.51,3
2024-11-14,Tanger,Client_0075,Alimentaire,1393.03,13
2024-10-28,Rabat,Client_0061,Électronique,562.07,18
2024-12-09,Marrakech,Client_0118,Mode,715.16,3
2024-01-11,Rabat,Client_0036,Mode,1473.24,2
2024-03-02,Agadir,Client_0133,Mode,339.02,5
2024-11-28,Casablanca,Client_0198,Maison,144.62,5
2024-08-13,Tanger,Client_0025,Électronique,1296.16,13
2024-06-01,Agadir,Client_0007,Électronique,1309.27,8
2024-07-17,Agadir,Client_0003,Électronique,734.51,16
2024-02-21,Agadir,Client_0020,Alimentaire,795.6,18
2024-09-16,Casablanca,Client_0158,Maison,1261.92,16
2024-02-28,Marrakech,Client_0148,Maison,1120.91,1
2024-03-12,Casablanca,Client_0024,Alimentaire,434.47,8
2024-05-27,Marrakech,Client_0142,Maison,74.5,2
2024-12-14,Agadir,Client_0162,Alimentaire,745.57,5
2024-03-03,Agadir,Client_0176,Mode,1295.42,15
2024-11-05,Tanger,Client_0042,Mode,1348.96,14
2024-08-30,Marrakech,Client_0168,Maison,1436.53,3
2024-11-25,Agadir,Client_0036,Mode,1325.37,7
2024-04-16,Rabat,Client_0184,Mode,891.06,4
2024-08-13,Tanger,Client_0041,Mode,694.68,11
2024-11-08,Casablanca,Client_0174,Électronique,1173.53,12
2024-08-05,Tanger,Client_0091,Mode,1122.74,15
2024-08-28,Rabat,Client_0060,Électronique,830.31,6
2024-09-15,Marrakech,Client_0141,Alimentaire,176.62,1
2024-09-18,Casablanca,Client_0067,Alimentaire,1392.82,18
2024-01-05,Casablanca,Client_0052,Alimentaire,710.62,14
2024-09-17,Marrakech,Client_0083,Alimentaire,576.83,7
2024-02-23,Tanger,Client_0033,Alimentaire,962.87,10
2024-02-16,Agadir,Client_0075,Mode,1027.07,9
2024-08-02,Tanger,Client_0096,Mode,355.5,2
2024-06-25,Rabat,Client_0151,Mode,1263.56,8
2024-01-09,Agadir,Client_0147,Alimentaire,470.41,1
2024-04-08,Tanger,Client_0196,Alimentaire,320.69,2
2024-01-20,Marrakech,Client_0029,Électronique,639.28,7
2024-08-28,Rabat,Client_0087,Maison,1109.31,16
2024-03-01,Rabat,Client_0006,Mode,1449.91,4
2024-06-26,Rabat,Client_0035,Maison,1223.46,17
2024-12-03,Agadir,Client_0037,Alimentaire,1413.51,4
2024-03-02,Casablanca,Client_0051,Alimentaire,253.88,3
2024-05-24,Agadir,Client_0142,Alimentaire,153.21,9
2024-08-03,Tanger,Client_0173,Maison,858.67,15
2024-01-03,Casablanca,Client_0150,Électronique,470.93,3
2024-06-08,Tanger,Client_0139,Alimentaire,1250.68,12
2024-08-14,Casablanca,Client_0171,Électronique,1024.38,15
2024-09-25,Agadir,Client_0142,Électronique,1457.56,8
2024-04-29,Rabat,Client_0092,Mode,419.45,12
2024-03-29,Marrakech,Client_0106,Maison,754.39,13
2024-11-24,Rabat,Client_0125,Alimentaire,776.8,15
2024-03-08,Agadir,Client_0048,Électronique,396.81,11
2024-12-22,Casablanca,Client_0020,Maison,905.64,17
2024-04-07,Rabat,Client_0014,Maison,692.76,12
2024-09-23,Agadir,Client_0013,Alimentaire,697.75,18
2024-04-14,Tanger,Client_0041,Mode,575.97,16
2024-11-18,Marrakech,Client_0014,Mode,74.55,3
2024-05-02,Rabat,Client_0062,Électronique,807.04,9
2024-01-29,Casablanca,Client_0195,Mode,536.11,7
2024-05-16,Tanger,Client_0026,Mode,51.91,19
2024-07-13,Agadir,Client_0092,Mode,496.52,5
2024-08-13,Marrakech,Client_0104,Maison,454.01,19
2024-11-27,Casablanca,Client_0052,Alimentaire,620.5,10
2024-06-18,Agadir,Client_0051,Maison,241.19,12
2024-01-09,Agadir,Client_0062,Maison,786.14,8
2024-02-09,Rabat,Client_0180,Alimentaire,1054.04,3
2024-01-25,Rabat,Client_0056,Maison,963.77,19
2024-09-17,Casablanca,Client_0119,Électronique,1215.44,11
2024-08-13,Agadir,Client_0051,Électronique,705.41,8
2024-05-03,Rabat,Client_0106,Maison,802.68,13
2024-02-07,Marrakech,Client_0042,Mode,1225.08,10
2024-11-23,Marrakech,Client_0134,Maison,670.17,18
2024-09-07,Agadir,Client_0116,Mode,1067.32,12
2024-06-24,Rabat,Client_0169,Maison,680.17,7
2024-03-30,Casablanca,Client_0003,Électronique,655.72,11
2024-02-06,Casablanca,Client_0196,Mode,1152.3,10
2024-11-11,Casablanca,Client_0132,Électronique,303.51,3
2024-06-24,Marrakech,Client_0079,Maison,540.95,7
2024-10-10,Rabat,Client_0040,Alimentaire,375.05,4
2024-03-21,Rabat,Client_0131,Mode,570.71,8
2024-04-23,Marrakech,Client_0001,Mode,384.04,8
2024-02-09,Casablanca,Client_0194,Maison,890.14,6
2024-10-27,Casablanca,Client_0148,Maison,1207.35,13
2024-08-11,Agadir,Client_0197,Mode,1190.59,12
2024-11-13,Tanger,Client_0042,Alimentaire,578.53,3
2024-12-14,Rabat,Client_0081,Maison,1483.7,6
2024-04-24,Rabat,Client_0107,Maison,911.09,19
2024-07-04,Rabat,Client_0196,Maison,629.13,11
2024-11-18,Tanger,Client_0136,Alimentaire,1261.53,4
2024-02-25,Agadir,Client_0155,Mode,1108.32,15
2024-02-09,Tanger,Client_0025,Électronique,1136.45,2
2024-12-19,Casablanca,Client_0081,Maison,334.4,15
2024-02-09,Casablanca,Client_0082,Alimentaire,729.07,17
2024-12-12,Rabat,Client_0130,Mode,1299.65,2
2024-08-24,Marrakech,Client_0072,Mode,780.86,7
2024-10-15,Rabat,Client_0099,Alimentaire,1041.01,16
2024-09-18,Marrakech,Client_0048,Maison,902.5,5
2024-08-03,Tanger,Client_0144,Électronique,1271.42,16
2024-05-26,Casablanca,Client_0062,Maison,462.61,19
2024-12-01,Marrakech,Client_0054,Mode,884.44,2
2024-06-16,Tanger,Client_0150,Électronique,228.69,15
2024-04-01,Casablanca,Client_0033,Maison,1050.81,4
2024-12-18,Marrakech,Client_0104,Électronique,1111.35,2
2024-02-28,Rabat,Client_0104,Alimentaire,112.11,10
2024-02-28,Rabat,Client_0068,Maison,1029.9,5
2024-10-30,Rabat,Client_0014,Mode,651.3,18
2024-06-17,Tanger,Client_0174,Mode,229.94,4
2024-09-25,Rabat,Client_0002,Électronique,658.87,1
2024-12-28,Agadir,Client_0155,Alimentaire,331.64,18
2024-02-14,Casablanca,Client_0002,Maison,652.56,6
2024-12-10,Tanger,Client_0101,Alimentaire,607.29,14
2024-06-29,Rabat,Client_0003,Alimentaire,1120.67,10
2024-06-18,Casablanca,Client_0087,Électronique,1172.61,18
2024-12-21,Marrakech,Client_0158,Électronique,930.19,9
2024-07-09,Rabat,Client_0044,Maison,82.9,12
2024-06-03,Casablanca,Client_0186,Mode,1399.98,10
2024-07-06,Agadir,Client_0044,Maison,1045.04,19
2024-01-07,Marrakech,Client_0074,Alimentaire,99.58,6
2024-05-12,Agadir,Client_0164,Électronique,1237.31,14
2024-08-22,Casablanca,Client_0192,Alimentaire,340.39,8
2024-02-14,Agadir,Client_0008,Électronique,889.87,14
2024-11-09,Casablanca,Client_0144,Mode,726.62,11
2024-09-05,Casablanca,Client_0117,Alimentaire,658.77,16
2024-01-31,Agadir,Client_0064,Électronique,1340.08,6
2024-01-23,Casablanca,Client_0130,Maison,684.17,15
2024-06-08,Rabat,Client_0025,Maison,159.25,15
2024-12-28,Casablanca,Client_0180,Maison,1422.63,14
2024-06-06,Tanger,Client_0158,Alimentaire,1384.78,12
2024-02-08,Casablanca,Client_0025,Électronique,1042.43,2
2024-03-22,Tanger,Client_0022,Électronique,728.44,8
2024-12-21,Casablanca,Client_0029,Électronique,184.65,19
2024-09-14,Casablanca,Client_0009,Alimentaire,1196.58,14
2024-07-24,Agadir,Client_0071,Électronique,159.44,5
2024-03-17,Rabat,Client_0063,Mode,149.47,9
2024-01-12,Rabat,Client_0149,Alimentaire,829.21,13
2024-10-21,Marrakech,Client_0142,Mode,282.19,9
2024-08-11,Agadir,Client_0122,Mode,61.21,14
2024-01-13,Agadir,Client_0104,Maison,663.51,5
2024-02-15,Rabat,Client_0183,Alimentaire,248.96,2
2024-06-03,Agadir,Client_0073,Électronique,282.75,7
2024-04-22,Rabat,Client_0147,Mode,161.52,16
2024-08-20,Agadir,Client_0104,Alimentaire,347.39,11
2024-01-17,Casablanca,Client_0046,Électronique,1087.45,11
2024-12-25,Rabat,Client_0086,Maison,1222.94,12
2024-08-10,Rabat,Client_0052,Alimentaire,706.17,13
2024-12-19,Tanger,Client_0180,Alimentaire,784.5,8
2024-07-06,Agadir,Client_0128,Alimentaire,97.35,16
2024-12-09,Agadir,Client_0001,Électronique,150.51,1
2024-12-30,Rabat,Client_0057,Mode,423.47,13
2024-06-11,Casablanca,Client_0146,Mode,838.65,11
2024-11-21,Casablanca,Client_0189,Alimentaire,1122.35,4
2024-03-14,Casablanca,Client_0071,Alimentaire,927.25,4
2024-08-20,Agadir,Client_0139,Électronique,618.59,15
2024-08-11,Tanger,Client_0153,Maison,221.57,3
2024-11-14,Rabat,Client_0026,Alimentaire,1182.12,19
2024-02-29,Marrakech,Client_0028,Alimentaire,577.49,2
2024-11-30,Tanger,Client_0014,Maison,1117.28,6
2024-08-09,Marrakech,Client_0173,Alimentaire,793.82,8
2024-02-06,Tanger,Client_0128,Mode,1121.06,17
2024-10-04,Casablanca,Client_0059,Alimentaire,1365.57,5
2024-07-14,Agadir,Client_0106,Mode,1385.49,2
2024-12-17,Marrakech,Client_0184,Électronique,825.9,12
2024-08-29,Tanger,Client_0002,Électronique,791.69,5
2024-11-19,Agadir,Client_0114,Mode,435.23,10
2024-08-06,Marrakech,Client_0145,Mode,1406.91,9
2024-07-10,Rabat,Client_0051,Maison,713.98,8
2024-01-17,Tanger,Client_0059,Mode,235.01,1
2024-01-12,Rabat,Client_0033,Mode,677.42,6
2024-07-11,Casablanca,Client_0095,Alimentaire,234.23,11
2024-01-22,Rabat,Client_0088,Maison,778.67,3
2024-04-29,Rabat,Client_0059,Mode,863.85,15
2024-07-28,Tanger,Client_0153,Mode,539.75,11
2024-11-01,Casablanca,Client_0199,Mode,153.89,5
2024-09-26,Rabat,Client_0018,Alimentaire,1418.08,16
2024-07-10,Agadir,Client_0110,Alimentaire,1171.36,7
2024-06-23,Marrakech,Client_0021,Alimentaire,1266.38,6
2024-10-11,Rabat,Client_0160,Électronique,581.96,9
2024-07-22,Casablanca,Client_0165,Alimentaire,1153.2,7
2024-06-12,Rabat,Client_0127,Mode,753.79,3
2024-09-07,Marrakech,Client_0034,Alimentaire,341.57,11
2024-08-14,Casablanca,Client_0106,Alimentaire,230.41,12
2024-01-07,Tanger,Client_0127,Maison,550.32,11
2024-01-29,Casablanca,Client_0194,Mode,249.45,2
2024-02-02,Tanger,Client_0082,Alimentaire,1497.49,1
2024-05-13,Casablanca,Client_0137,Électronique,121.32,2
2024-03-19,Marrakech,Client_0142,Maison,689.66,14
2024-02-27,Marrakech,Client_0138,Alimentaire,705.54,13
2024-01-26,Casablanca,Client_0110,Maison,485.92,5
2024-08-13,Rabat,Client_0089,Maison,878.46,2
2024-10-11,Marrakech,Client_0023,Électronique,267.47,19
2024-01-04,Tanger,Client_0076,Électronique,1186.67,17
2024-04-08,Tanger,Client_0100,Électronique,532.05,11
2024-02-08,Agadir,Client_0131,Mode,907.45,16
2024-09-27,Tanger,Client_0012,Maison,1087.68,18
2024-10-11,Agadir,Client_0184,Alimentaire,1339.11,8
2024-06-05,Casablanca,Client_0097,Électronique,1261.89,2
2024-03-15,Casablanca,Client_0119,Électronique,932.05,17
2024-10-14,Casablanca,Client_0036,Maison,613.17,11
